uuid,short_id,hypothesis,categories,paper,questions,data_folder
34a4ea96-c800-4c11-959e-57cdc4932c52,bix-22,Gene length positively correlates with expression level across immune cell types in children,"['RNA-seq', 'Transcriptomics']",https://zenodo.org/records/10000430,"[{""question"": ""What is the magnitude of correlation between gene length and expression in CD4 T cells when examining only genes with expression values above the median?"", ""options"": [""0.05"", ""0.12"", ""0.03"", ""-0.01""]}, {""question"": ""For genes between 1000-2000 base pairs in length, what is the Pearson correlation coefficient between gene length and expression in CD14 cells?"", ""options"": [""0.045"", ""0.035"", ""0.015"", ""0.025""]}, {""question"": ""What is the difference in correlation coefficients between CD19 and CD14 cells when analyzing genes shorter than 5000 base pairs?"", ""options"": [""0.025"", ""0.035"", ""0.005"", ""0.015""]}, {""question"": ""What is the p-value for the correlation between gene length and expression in CD8 T cells when excluding genes in the bottom quartile of expression?"", ""options"": [""1.2 x 10^-8"", ""7.8 x 10^-9"", ""5.5 x 10^-9"", ""3.2 x 10^-8""]}, {""question"": ""What is the Pearson correlation coefficient between gene length and expression level in CD4 T cells?"", ""options"": [""0.435670"", ""0.049889"", ""0.202527"", ""0.356620""]}, {""question"": ""Which immune cell type shows the highest correlation coefficent between gene length and expression level?"", ""options"": [""CD4"", ""CD14"", ""CD8"", ""CD19""]}, {""question"": ""What is the p-value for the correlation between gene length and expression in CD14 cells?"", ""options"": [""1.920290e-06"", ""5.481596e-09"", ""6.140363e-03"", ""2.677958e-11""]}]",CapsuleFolder-34a4ea96-c800-4c11-959e-57cdc4932c52.zip
8690e7cb-7405-4d2a-9721-e85824d05822,bix-23,Insertion and deletion events are more frequent in fungi compared to animals resulting in longer multiple sequence alignment lengths.,"['Whole Genome Sequencing (WGS)', 'Genomic Variant Analysis']",Not Available,"[{""question"": ""What is the percent difference in median gap character between fungal and animal multiple sequence alignments?"", ""options"": [""33% higher in fungi"", ""15% higher in fungi"", ""90% higher in fungi"", ""45% higher in fungi""]}, {""question"": ""What is the median position of the first gap occurrence in fungal BUSCO gene alignments?"", ""options"": [""Position 126"", ""Position 158"", ""Position 47"", ""Position 83""]}, {""question"": ""What is the correlation coefficient (using pearson) between original sequence length and number of gaps in animal BUSCO genes?"", ""options"": [""0.12"", ""0.83"", ""0.48"", ""0.32""]}, {""question"": ""In the animal BUSCO gene alignments, what percentage of alignment positions containing gaps show high sequence conservation (>80% identity) in the non-gap sequences?"", ""options"": [""12%"", ""24%"", ""48%"", ""36%""]}]",CapsuleFolder-8690e7cb-7405-4d2a-9721-e85824d05822.zip
b1b0ef00-cb15-4375-9aac-e1e53a7250c5,bix-24,CBD treatment of CRC cells causes metabolic dysregulation in the cells,"['RNA-seq', 'Differential Expression Analysis', 'Transcriptomics']","https://zenodo.org/records/8353706, https://www.mdpi.com/1422-0067/24/19/14743","[{""question"": ""What specific metabolic pathway enriched in the downregulated DGEs in CBD-treated CRC cells based on enrichment analysis?"", ""options"": [""Amino acid metabolism"", ""Canonical glycolysis"", ""Oxidative phosphorylation"", ""Cellular response to hypoxia""]}, {""question"": ""What is the predominant direction of gene expression change in CBD-treated CRC cells?"", ""options"": [""Upregulation"", ""Downregulation"", ""No significant change in expression"", ""No consistent direction of change""]}, {""question"": ""How does gene expression change between DMSO and CBD-treated cells?"", ""options"": [""Significantly upregulated in CBD-treated cells"", ""No significant difference"", ""Significantly upregulated in DMSO-treated cells"", ""Significantly downregulated in CBD-treated cells""]}, {""question"": ""How does gene expression change between Untreated and DMSO-treated cells?"", ""options"": [""No significant difference"", ""Significantly upregulated in Untreated cells"", ""Significantly upregulated in DMSO-treated cells"", ""Significantly downregulated in DMSO-treated cells""]}, {""question"": ""What evidence from a pathway enrichment analysis of CBD-treated CRC cells supports metabolic dysregulation?"", ""options"": [""Multiple metabolic pathways including glycolysis and glucose catabolism are among the most significantly enriched downregulated processes"", ""A single metabolic pathway appears in the top 20 enriched terms"", ""Metabolic pathways are equally enriched in up- and down-regulated genes"", ""Only glycolysis-related pathways are enriched in downregulated genes""]}, {""question"": ""What biological process shows the most significant enrichment (lowest adjusted p-value) in the CBD treatment setting across/using all genes?"", ""options"": [""Canonical glycolysis"", ""Glycolytic process"", ""Carbohydrate catabolic process"", ""Cellular response to decreased oxygen levels""]}, {""question"": ""How are genes involved in the glycolysis pathway regulated in CBD-treated CRC cells?"", ""options"": [""Predominantly downregulated with genes like GPI, PGK1, and ALDOC"", ""No significant change"", ""Mixed up- and down-regulation"", ""Predominantly upregulated""]}]",CapsuleFolder-b1b0ef00-cb15-4375-9aac-e1e53a7250c5.zip
964b67db-88d8-4286-9995-10ccc6ba4c39,bix-25,Fungi have higher treeness / RCV values compared to animals.,"['Genomics', 'Phylogenetics and Evolutionary Analysis']",Not Available,"[{""question"": ""What is the median treeness/RCV value for fungal genes in the dataset?"", ""options"": [""0.26"", ""0.34"", ""0.45"", ""0.12""]}, {""question"": ""What is the correlation coefficient between gene alignment length and treeness/RCV values in the dataset?"", ""options"": [""0.33"", ""-0.52"", ""0.08"", ""-0.15""]}, {""question"": ""What percentage of single-copy orthologous genes show treeness/RCV values above 0.4 in both animals and fungi?"", ""options"": [""31%"", ""8%"", ""22%"", ""15%""]}, {""question"": ""What is the maximum treeness/RCV value observed in genes with greater than 70% alignment gaps?"", ""options"": [""0.21"", ""0.62"", ""0.35"", ""0.48""]}]",CapsuleFolder-964b67db-88d8-4286-9995-10ccc6ba4c39.zip
0923d260-fe1b-4fb4-4398-79edf546e584,bix-26,Downstream gene expression of rhlI and lasI mutants is altered in different media suggesting that quorum sensing-mediated division of labor is environment-dependent.,"['RNA-seq', 'Transcriptomics', 'Differential Expression Analysis']",https://doi.org/10.17912/micropub.biology.001326,"[{""question"": ""In the iron-depleted glucose medium, what KEGG pathway enrichment pattern, using over-representation analysis (logfold cutoff 1.5 or -1.5, adjusted p-value cutoff 0.05), provides direct evidence for environment-specific bacterial responses?"", ""options"": [""Enrichment of ABC transporters in upregulated genes only"", ""Dual enrichment of sulfur metabolism in both up and downregulated genes"", ""Enrichment of bacterial secretion systems in upregulated genes only"", ""Exclusive enrichment of cyanoamino acid metabolism in downregulated genes""]}, {""question"": ""What is the approximate adjusted p-value for the least significantly enriched KEGG pathway, using over-representation analysis (logfold cutoff 1.5 or -1.5, adjusted p-value cutoff 0.05), in the succinate media condition's upregulated gene set?"", ""options"": [""0.025"", ""0.010"", ""0.020"", ""0.015""]}, {""question"": ""Approximately how many genes contribute to the ABC transporters pathway enrichment in over-representation analysis (logfold cutoff 1.5 or -1.5, adjusted p-value cutoff 0.05) in the iron-depleted glucose condition?"", ""options"": [""10 genes"", ""15 genes"", ""20 genes"", ""25 genes""]}, {""question"": ""How many KEGG pathways, using over-representation analysis (logfold cutoff 1.5 or -1.5, adjusted p-value cutoff 0.05), show significant downregulation in both succinate and iron-depleted glucose media conditions?"", ""options"": [""5 pathways"", ""4 pathways"", ""2 pathways"", ""6 pathways""]}, {""question"": ""In a KEGG pathway enrichment (over-representation) analysis (logfold cutoff 1.5 or -1.5, adjusted p-value cutoff 0.05), of P. aeruginosa gene expression, how many pathways shows significant enrichment specifically in iron-depleted conditions but not in succinate media?"", ""options"": [""5"", ""1"", ""3"", ""6""]}, {""question"": ""What is the number of genes involved in the least significantly enriched pathway (largest significant adjusted p-value) in iron-depleted conditions?"", ""options"": [""8 genes"", ""18 genes"", ""46 genes"", ""24 genes""]}, {""question"": ""What is the adjusted p-value threshold used to determine significant pathway enrichment in the KEGG over-representation analysis?"", ""options"": [""0.1"", ""0.001"", ""0.01"", ""0.05""]}]",CapsuleFolder-0923d260-fe1b-4fb4-4398-79edf546e584.zip
0f14ffa7-f02a-4d20-8142-dfc404195e56,bix-27,"Alzheimer’s disease patients can be subtyped by gene expression, suggesting distinct mechanisms and therapeutic targets.","['RNA-seq', 'Transcriptomics', 'Machine Learning and Artificial Intelligence']",https://doi.org/10.5061/dryad.ttdz08kxq,"[{""question"": ""What is the adjusted rand index (ARI) value when comparing train and test consensus clusters in the experimental dataset with 3 clusters?"", ""options"": [""0.881"", ""1.000"", ""0.042"", ""0.906""]}, {""question"": ""How many samples are consistently classified into the same cluster across both training and test consensus clustering with 3 clusters?"", ""options"": [""173"", ""96"", ""56"", ""178""]}, {""question"": ""What is the predominant biological process enriched in genes specific to cluster 0?"", ""options"": [""Protein degradation"", ""Cell adhesion"", ""Oxidative phosphorylation"", ""Synaptic vesicle transport""]}, {""question"": ""What percentage of genes identified as specific to cluster 1 (using a logistic regression coefficient threshold of 1.5) are associated with druggable targets in ChEMBL?"", ""options"": [""15%"", ""35%"", ""25%"", ""5%""]}, {""question"": ""What adjusted rand index (ARI) value indicates that Alzheimer's disease patient subtypes are more stable than random clustering?"", ""options"": [""ARI > 0.80"", ""ARI > 0.40"", ""ARI > 0.20"", ""ARI > 0.60""]}, {""question"": ""What is the optimal number of clusters for patient stratification based on normalized mutual information (NMI) values?"", ""options"": [""5 clusters (NMI not calculated)"", ""3 clusters (NMI = 0.868)"", ""2 clusters (NMI = 0.805)"", ""4 clusters (NMI = 0.830)""]}, {""question"": ""Which biological pathway characterizes the first identified patient subtype (Cluster 0)?"", ""options"": [""Protein degradation"", ""Oxidative phosphorylation"", ""Synaptic vesicle transport"", ""Cell cycle regulation""]}]",CapsuleFolder-0f14ffa7-f02a-4d20-8142-dfc404195e56.zip
c66d3ed9-0a95-46be-a237-ed68498ea7f6,bix-28,Fungi have greater variation among evolutionary rates than observed among animals.,"['Whole Genome Sequencing (WGS)', 'Genomics', 'Phylogenetics and Evolutionary Analysis']",Not Available,"[{""question"": ""What p-value was obtained when comparing median long branch scores between fungi and animals?"", ""options"": [""3.333 x 10^-25"", ""5.107 x 10^-47"", ""2.811 x 10^-29"", ""1.000 x 10^-15""]}, {""question"": ""What is the median value for fungal mean long branch scores in the dataset?"", ""options"": [""-27.5000"", ""-40.1645"", ""-25.0000"", ""-33.3333""]}, {""question"": ""What is the median long branch score for the BUSCO gene 996662at2759 in fungi?"", ""options"": [""-33.3333"", ""-30.4551"", ""-28.7577"", ""-25.0000""]}, {""question"": ""What is the Mann-Whitney U statistic when comparing mean long branch scores between animals and fungi?"", ""options"": [""4639.0"", ""3265.8"", ""177.0"", ""2553.6""]}, {""question"": ""What is the average median long branch score for fungal sequences?"", ""options"": [""-45.2"", ""-25.0"", ""-26.9"", ""-33.3""]}, {""question"": ""What is the absolute difference in average mean long branch scores between animals and fungi?"", ""options"": [""5.2"", ""1.7"", ""8.3"", ""3.1""]}]",CapsuleFolder-c66d3ed9-0a95-46be-a237-ed68498ea7f6.zip
b8c485ff-d146-4162-9403-9593c8847cfe,bix-29,Prior history of severe disease correlates with increased COVID-19 severity among healthcarre workers following BCG re-vaccination,['Other'],https://zenodo.org/records/12737228,"[{""question"": ""What is the effect of BCG vaccination on COVID-19 severity when controlling for prior medical history count?"", ""options"": [""Decreases severity with odds ratio 0.74"", ""No significant effect (odds ratio ~1.0)"", ""Increases severity with odds ratio 1.63"", ""Decreases severity only in those with multiple prior conditions""]}, {""question"": ""What is the independent effect of each additional ongoing medical condition on COVID-19 severity?"", ""options"": [""35% increase in odds of higher severity"", ""50% increase in odds of higher severity"", ""15% decrease in odds of higher severity"", ""No significant change in severity odds""]}, {""question"": ""How does the interaction between BCG vaccination and prior medical history affect COVID-19 severity?"", ""options"": [""No significant interaction effect (OR\u22481.0)"", ""Strongly antagonistic effect decreasing severity"", ""Strongly synergistic effect increasing severity"", ""Variable effect depending on number of conditions""]}, {""question"": ""What is the impact of patient interaction frequency on COVID-19 severity among healthcare workers?"", ""options"": [""Variable effect depending on vaccination status"", ""Moderate negative correlation with severity"", ""Strong positive correlation with severity"", ""No significant effect on severity (OR\u22481.02)""]}]",CapsuleFolder-b8c485ff-d146-4162-9403-9593c8847cfe.zip
3d4eb7bb-4fbc-4300-b79a-3eba7a6221bc,bix-30,Serum miRNAs can be used as Myotonic Dystrophy Type 1 Biomarkers,"['Transcriptomics', 'Differential Expression Analysis']",10.1371/journal.pone.0150501,"[{""question"": ""What percentage of the analyzed miRNAs show significant differential expression (p \u2264 0.05) before multiple testing correction?"", ""options"": [""42%"", ""35%"", ""15%"", ""28%""]}, {""question"": ""How many miRNAs remain significant at p \u2264 0.05 after Benjamini-Hochberg correction?"", ""options"": [""36"", ""12"", ""24"", ""0""]}, {""question"": ""What is the ratio of significant miRNAs (p \u2264 0.05) identified using Bonferroni correction compared to Benjamini-Yekutieli correction?"", ""options"": [""1:3"", ""0:0"", ""1:2"", ""2:3""]}, {""question"": ""For miR-95, what percentage of control samples contain valid (non-NA) expression measurements?"", ""options"": [""89%"", ""67%"", ""80%"", ""100%""]}, {""question"": ""How many miRNAs maintain statistical significance (p \u2264 0.05) after applying all three methods of multiple testing correction (Benjamini-Hochberg, Benjamini-Yekutieli, and Bonferroni)?"", ""options"": [""18 miRNAs"", ""49 miRNAs"", ""0 miRNAs"", ""175 miRNAs""]}, {""question"": ""What is the effect of log2 transformation on the number of miRNAs showing significant differences (p \u2264 0.05) between patients and controls before multiple testing correction?"", ""options"": [""49 miRNAs show significance"", ""175 miRNAs show significance"", ""25 miRNAs show significance"", ""0 miRNAs show significance""]}, {""question"": ""What is the impact on the statistical analysis when samples P_3 and C_18 are included in the dataset?"", ""options"": [""All miRNAs become significant"", ""No change in the number of significant miRNAs"", ""The number of significant miRNAs increases to 75"", ""The number of significant miRNAs decreases to 35""]}]",CapsuleFolder-3d4eb7bb-4fbc-4300-b79a-3eba7a6221bc.zip
b1dbace7-f6e9-42ec-81e1-bcc24161cc27,bix-31,Sex-specific differences in gene expression are more pronounced in protein-coding genes within CD4 and CD8 cells,"['RNA-seq', 'Differential Expression Analysis', 'Transcriptomics']",https://zenodo.org/records/10000430,"[{""question"": ""What is the t-statistic value when comparing sex-specific differential expression between protein-coding genes in CD4/CD8 cells versus other cell types?"", ""options"": [""6.50"", ""18.93"", ""-0.45"", ""222.38""]}, {""question"": ""By performing a sex-specific differential expression analysis of protein-coding genes, what is the adjusted p-value of FAM138A?"", ""options"": ["">=0.0.5"", ""<0.001"", ""<0.05"", ""NaN""]}, {""question"": ""How many genes show significant differential expression (padj < 0.05, |log2FoldChange| > 0.5) between males and females specifically in CD4/CD8 cells?"", ""options"": [""147"", ""223"", ""197"", ""168""]}, {""question"": ""What is the p-value for the comparison of sex-specific differential expression between protein-coding and non-protein-coding genes in CD4/CD8 cells?"", ""options"": [""1.55e-79"", ""6.50e-01"", ""1.67e-19"", ""6.42e-97""]}, {""question"": ""What is the p-value obtained when comparing log-fold changes between protein-coding and non-protein-coding genes within CD4/CD8 cells?"", ""options"": [""6.50e-01"", ""1.55e-79"", ""1.28e-31"", ""6.42e-97""]}]",CapsuleFolder-b1dbace7-f6e9-42ec-81e1-bcc24161cc27.zip
a94b7008-bb9a-4a46-ebfb-4afdfdd299d5,bix-32,"Knocking out either lasI, rhlI, or both simultaneously, alters the expression of numerous downstream pathways of diverse functions.
","['RNA-seq', 'Transcriptomics', 'Differential Expression Analysis']",https://doi.org/10.17912/micropub.biology.001326,"[{""question"": ""Based on the KEGG enrichment analysis (over-representation analysis), how many distinct functional categories (metabolism, signaling, cellular processes) show significant enrichment (adjusted p-value < 0.05) in upregulated genes (logfold > 1.5) in strain 97 relative to strain 1?"", ""options"": [""6 functional categories"", ""4 functional categories"", ""2 functional categories"", ""1 functional category""]}, {""question"": ""How many metabolic pathways are exclusively significantly enriched (regardless of direction of regulation) in the \u0394lasI\u0394rhlI double mutant (strain 99) but not in either of the single mutants (strain 97 and 98), relative to wildtype (strain 1)?"", ""options"": [""0"", ""7"", ""5"", ""3""]}, {""question"": ""What is the regulatory direction of biofilm formation pathway genes in the \u0394lasI mutant (strain 98) relative to wildtype (strain 1), using KEGG enrichment (over-representation analysis)?"", ""options"": [""No significant change"", ""Both up and downregulated"", ""Exclusively upregulated"", ""Exclusively downregulated""]}, {""question"": ""How many enriched pathways using KEGG enrichment (over-representation analysis) are significantly enriched in all three mutant strains (97, 98, and 99), relative to wildtype (strain 1), in the same direction (either upregulated or downregulated)?"", ""options"": [""0 pathways"", ""4 pathways"", ""6 pathways"", ""2 pathways""]}, {""question"": ""In a KEGG pathway enrichment over-representation analysis (adjusted p-value < 0.05, and logfold > 1.5) of quorum sensing mutants, what two functional categories are exclusively upregulated in the double knockout strain 99 (\u0394lasI\u0394rhlI) strain and not in the single knockouts (strains 97 and 98), relative to wildtype (strain 1)?"", ""options"": [""Sulfur metabolism, quorum sensing"", ""Ribosome, riboflavin metabolism"", ""Starch and sucrose metabolism, two-component system"", ""Nitrogen metabolism, two-component system""]}, {""question"": ""What two cellular process pathways show consistent enrichment using KEGG over-representation analysis (adjusted p-value < 0.05) across all three quorum sensing mutant strains (97, 98, 99), relative to wildtype (strain 1)?"", ""options"": [""Sulfur metabolism, phenazine biosynthesis"", ""Biosynthesis of secondary metabolites, nitrogen cycle"", ""Two-component system, ribosome"", ""Fatty acid metabolism, two-component system""]}, {""question"": ""Which metabolic pathway shows the least significant enrichment (highest p.adjust value) in the \u0394lasI (strain #98), relative to wildtype (strain 1), mutant in KEGG over-representation analysis?"", ""options"": [""Nitrogen metabolism"", ""Carbon metabolism"", ""Valine, leucine and isoleucine degradation"", ""Butanoate metabolism""]}]",CapsuleFolder-a94b7008-bb9a-4a46-ebfb-4afdfdd299d5.zip
a5fba1a0-ad42-41da-a299-201655a5ffe8,bix-33,AAV9 mini-dystrophin treatment leads to a downregulation of anti-inflammatory pathways in peripheral immune cells,"['Single-Cell Analysis', 'Differential Expression Analysis']",https://doi.org/10.5281/zenodo.13935259,"[{""question"": ""By performing a gene expression analysis of peripheral immune cells, what conclusion can be drawn about the hypothesis that AAV9 mini-dystrophin treatment leads to downregulation of anti-inflammatory pathways?"", ""options"": [""The hypothesis is partially supported with mixed effects across different cell types"", ""The hypothesis is strongly supported with significant downregulation of multiple anti-inflammatory genes"", ""The hypothesis cannot be evaluated due to insufficient data"", ""The hypothesis is not supported as no significant downregulation of anti-inflammatory pathways was observed""]}, {""question"": ""Which immune cell type showed the most significant changes in gene expression following AAV9 mini-dystrophin treatment?"", ""options"": [""Plasmacytoid dendritic cells"", ""Natural Killer cells"", ""CD14 Monocytes"", ""Regulatory T cells (Tregs)""]}, {""question"": ""What pattern was observed in the expression of key anti-inflammatory genes following treatment?"", ""options"": [""Variable expression with both up and downregulation"", ""No significant changes in expression"", ""Uniform downregulation across all cell types"", ""Selective upregulation in CD14 monocytes only""]}, {""question"": ""What did the pathway analysis reveal about inflammatory responses in immune cells after treatment?"", ""options"": [""Activation of inflammatory response in specific cell types"", ""Global downregulation of immune responses"", ""Complete suppression of inflammatory pathways"", ""No significant changes in inflammatory pathways""]}, {""question"": ""What is the direction of change for IL10 expression in CD14 monocytes after treatment?"", ""options"": [""No significant change"", ""Significant upregulation (log2FC = 0.87)"", ""Significant downregulation"", ""Significant upregulation (log2FC = 0.35)""]}, {""question"": ""How many peripheral immune cell types show significant differential expression (adjusted p-value < 0.05) of SOCS3?"", ""options"": [""4"", ""2"", ""3"", ""1""]}, {""question"": ""Using GSEA, which cell type shows most significant enrichment of the GO biological process term 'inflammatory response'?"", ""options"": [""CD16 Monocytes (p < 0.05)"", ""pDCs (not significant)"", ""CD14 Monocytes (p < 0.0001)"", ""Tregs (p < 0.01)""]}]",CapsuleFolder-a5fba1a0-ad42-41da-a299-201655a5ffe8.zip
17baa727-5eb7-4544-a466-3148a48b3cde,bix-34,Patristic distances in greater in animals compared to fungi.,"['Whole Genome Sequencing (WGS)', 'Genomics', 'Phylogenetics and Evolutionary Analysis']",Not Available,"[{""question"": ""What is the average mean patristic distance for fungal genes in the dataset?"", ""options"": [""1.23"", ""1.67"", ""0.85"", ""2.15""]}, {""question"": ""What is the median patristic distance for the gene 981902at2759 in fungi?"", ""options"": [""2.72"", ""2.63"", ""1.98"", ""2.12""]}, {""question"": ""What is the U-statistic value from the Mann-Whitney U test comparing mean patristic distances between animals and fungi?"", ""options"": [""1035.9"", ""2471.6"", ""3516.0"", ""6211.0""]}, {""question"": ""What is the difference between the highest and lowest mean patristic distances among animal genes in the dataset?"", ""options"": [""1.75"", ""0.95"", ""2.15"", ""1.94""]}, {""question"": ""What is the ratio of the median mean patristic distances between fungi and animals for orthologous genes?"", ""options"": [""2.25"", ""1.25"", ""1.95"", ""0.75""]}, {""question"": ""What is the average mean patristic distance among orthologous genes in the animal dataset?"", ""options"": [""1.23"", ""0.91"", ""1.56"", ""0.52""]}]",CapsuleFolder-17baa727-5eb7-4544-a466-3148a48b3cde.zip
4cb6f8ce-4d81-40b2-8d9c-85868796ee73,bix-35,Fungi are evolving faster than animals.,"['Whole Genome Sequencing (WGS)', 'Genomics', 'Phylogenetics and Evolutionary Analysis']",Not Available,"[{""question"": ""What pattern in the phylogenetic tree branch lengths would provide direct evidence for accelerated evolution in fungi compared to animals?"", ""options"": [""Equal branch lengths between fungi and animals"", ""Longer average branch lengths in fungal trees"", ""Shorter average branch lengths in fungal trees"", ""Variable branch lengths within each group""]}, {""question"": ""When analyzing the BUSCO gene 156083at2759 across the study species, what is its evolutionary rate value in animals?"", ""options"": [""0.5202"", ""0.8489"", ""0.0471"", ""0.9882""]}, {""question"": ""What is the Mann-Whitney U statistic value for the comparison of evolutionary rates between animals and fungi?"", ""options"": [""0.0471"", ""0.6439"", ""3661"", ""1.5224""]}, {""question"": ""What is the highest evolutionary rate observed among all fungal BUSCO genes in the dataset?"", ""options"": [""1.2103"", ""1.3665"", ""0.9918"", ""1.8921""]}, {""question"": ""What is the difference in median evolutionary rate between fungi and animals?"", ""options"": [""0.55"", ""0.45"", ""0.35"", ""0.15""]}]",CapsuleFolder-4cb6f8ce-4d81-40b2-8d9c-85868796ee73.zip
48181cce-3928-4491-94b4-c23504a6aaa1,bix-36,miRNAs exhibit a constant expression profile across immune-related cell types,"['Differential Expression Analysis', 'Transcriptomics', 'RNA-seq']",https://zenodo.org/records/10000430,"[{""question"": ""What F-statistic value from the ANOVA test would indicate strong support for constant miRNA expression across immune cell types?"", ""options"": [""F = 8.4"", ""F = 3.1"", ""F = 5.2"", ""F = 0.77""]}, {""question"": ""How are the log2 fold changes of the CD4 vs CD8 comparison distributed?"", ""options"": [""Left-skewed"", ""Right-skewed"", ""Approximately normal"", ""Bimodal""]}, {""question"": ""What is the median log2 fold change between CD14 and CD19 cell types for miRNAs?"", ""options"": [""Greater than 2.0"", ""Between 0.5 and 1.0"", ""Between 1.0 and 2.0"", ""Close to 0""]}, {""question"": ""What p-value from the multi-group comparison provides evidence for constant miRNA expression?"", ""options"": [""p = 0.001"", ""p = 0.10"", ""p = 0.05"", ""p = 0.57""]}, {""question"": ""What distribution pattern do the log2 fold changes exhibit across all cell type comparisons?"", ""options"": [""Skewed"", ""Uniform"", ""Bimodal"", ""Normal""]}]",CapsuleFolder-48181cce-3928-4491-94b4-c23504a6aaa1.zip
40cbef03-b5c3-4448-b00f-0ba2965dea9b,bix-37,"Proteomics levels of ENO1 are different between tumour and control, in human bladder cancer","['Differential Expression Analysis', 'RNA-seq', 'Proteomics']",10.17632/dj4sb8h3c3.1,"[{""question"": ""What statistical evidence from the proteomics data exists for the hypothesized role of ENO1 in bladder cancer?"", ""options"": [""ENO1 shows no expression in tumor samples"", ""ENO1 shows a log2FC of 2.27 but adjusted p-value of 0.226"", ""ENO1 shows significant downregulation with adjusted p-value < 0.05"", ""ENO1 shows no detectable protein levels in either condition""]}, {""question"": ""How does the adjusted p-value threshold of 0.05 affect the interpretation of ENO1's differential expression status?"", ""options"": [""ENO1's expression is too low to calculate meaningful p-values"", ""ENO1's raw p-value of 0.031 passes the threshold but adjusted p-value of 0.226 does not"", ""Both raw and adjusted p-values pass the significance threshold"", ""Neither raw nor adjusted p-values are calculable for ENO1""]}, {""question"": ""Based on the proteomics data, what is the fold change magnitude of ENO1 expression between tumor and normal samples?"", ""options"": [""4.81-fold increase in tumor"", ""0.031-fold decrease in tumor"", ""2.27-fold increase in tumor"", ""0.226-fold decrease in tumor""]}, {""question"": ""What is the base protein levels of ENO1 in normal samples according to the proteomic data?"", ""options"": [""350,385,456 units"", ""4.81 units"", ""72,896,133 units"", ""2,023 units""]}, {""question"": ""What is the adjusted p-value for ENO1's differential protein abundance/levels between tumor and normal samples?"", ""options"": [""0.226"", ""0.031"", ""4.81"", ""2.27""]}, {""question"": ""What is the log2 fold change value for ENO1 in tumor samples compared to normal samples?"", ""options"": [""0.226"", ""-2.27"", ""2.27"", ""4.81""]}]",CapsuleFolder-40cbef03-b5c3-4448-b00f-0ba2965dea9b.zip
975f3e91-53b0-44b1-ac9f-20023d9c8cd0,bix-38,Single-gene phylogenetic tree lengths are longer in fungi compared to animals.,"['Whole Genome Sequencing (WGS)', 'Genomics', 'Phylogenetics and Evolutionary Analysis']",Not Available,"[{""question"": ""What is the magnitude of difference in median tree length values between fungi and animals for single-copy orthologs?"", ""options"": [""3x larger in fungi"", ""4x larger in fungi"", ""2x larger in fungi"", ""0.5x larger in fungi""]}, {""question"": ""What is the variance in tree length values among animal single-copy orthologs?"", ""options"": [""0.55"", ""1.00"", ""0.25"", ""0.70""]}, {""question"": ""What percentage of fungal single-copy orthologs have tree lengths greater than 5.0?"", ""options"": [""12%"", ""2%"", ""8%"", ""5%""]}, {""question"": ""What is the p-value for the difference in tree length distributions between yeasts and filamentous fungi?"", ""options"": [""0.01"", ""0.05"", ""0.001"", ""0.0001""]}, {""question"": ""What percentage of orthologous genes in fungi show longer tree lengths compared to the mean tree length in animals?"", ""options"": [""45%"", ""65%"", ""94%"", ""32%""]}, {""question"": ""What is the median tree length ratio between fungal and animal orthologs?"", ""options"": [""2.8"", ""1.2"", ""2.1"", ""3.4""]}]",CapsuleFolder-975f3e91-53b0-44b1-ac9f-20023d9c8cd0.zip
28a5984e-9061-4d6f-99a1-40f8753bc9f4,bix-39,"Bloom Syndrome (BSyn) probands and BLM mutation carriers will have a higher number of low-frequency, somatic CHIP gene variants (VAF < 0.3) compared to control cohorts, given that Bloom Syndrome is characterized by increased genomic instability.","['Genomics', 'Genomic Variant Analysis']",https://doi.org/10.3324/haematol.2024.285239,"[{""question"": ""What is the fold difference in median somatic CHIP variant frequency between BLM carriers and control parents?"", ""options"": [""No significant difference"", ""5-fold increase"", ""Infinite (cannot be calculated)"", ""2-fold increase""]}, {""question"": ""What is the interquartile range of somatic CHIP variant counts in BLM carriers?"", ""options"": [""1.5"", ""4.0"", ""3.5"", ""2.5""]}, {""question"": ""How many CHIP variants are filtered out when applying the VAF < 0.3 threshold to the BLM carrier cohort?"", ""options"": [""35 variants"", ""28 variants"", ""51 variants"", ""42 variants""]}, {""question"": ""What percentage of initial CHIP variants are retained after filtering for exonic regions in the control parent cohort?"", ""options"": [""38%"", ""45%"", ""52%"", ""41%""]}]",CapsuleFolder-28a5984e-9061-4d6f-99a1-40f8753bc9f4.zip
